"Self_agent","Self","Other_agent","Other","trial","Feedback_Self","agent"
"bias_detector_agent",1,"wsls_agent",1,24,1,4
"bias_detector_agent",1,"wsls_agent",0,25,0,4
"bias_detector_agent",1,"wsls_agent",0,26,0,4
"bias_detector_agent",1,"wsls_agent",1,27,1,4
"bias_detector_agent",1,"wsls_agent",0,28,0,4
"bias_detector_agent",1,"wsls_agent",1,29,1,4
"bias_detector_agent",1,"wsls_agent",0,30,0,4
"bias_detector_agent",0,"wsls_agent",1,31,0,4
"bias_detector_agent",1,"wsls_agent",0,32,0,4
"bias_detector_agent",0,"wsls_agent",1,33,0,4
"bias_detector_agent",1,"wsls_agent",0,34,0,4
"bias_detector_agent",0,"wsls_agent",1,35,0,4
"bias_detector_agent",1,"wsls_agent",0,36,0,4
"bias_detector_agent",1,"wsls_agent",1,37,1,4
"bias_detector_agent",0,"wsls_agent",0,38,1,4
"bias_detector_agent",1,"wsls_agent",1,39,1,4
"bias_detector_agent",1,"wsls_agent",0,40,0,4
"bias_detector_agent",1,"wsls_agent",1,41,1,4
"bias_detector_agent",1,"wsls_agent",0,42,0,4
"bias_detector_agent",1,"wsls_agent",1,43,1,4
"bias_detector_agent",1,"wsls_agent",0,44,0,4
"bias_detector_agent",1,"wsls_agent",1,45,1,4
"bias_detector_agent",1,"wsls_agent",0,46,0,4
"bias_detector_agent",1,"wsls_agent",1,47,1,4
"bias_detector_agent",1,"wsls_agent",0,48,0,4
"bias_detector_agent",1,"wsls_agent",1,49,1,4
"bias_detector_agent",1,"wsls_agent",0,50,0,4
"bias_detector_agent",1,"wsls_agent",1,51,1,4
"bias_detector_agent",1,"wsls_agent",0,52,0,4
"bias_detector_agent",1,"wsls_agent",1,53,1,4
"bias_detector_agent",1,"wsls_agent",0,54,0,4
"bias_detector_agent",1,"wsls_agent",1,55,1,4
"bias_detector_agent",1,"wsls_agent",0,56,0,4
"bias_detector_agent",1,"wsls_agent",1,57,1,4
"bias_detector_agent",1,"wsls_agent",0,58,0,4
"bias_detector_agent",1,"wsls_agent",1,59,1,4
"bias_detector_agent",1,"wsls_agent",0,60,0,4
"bias_detector_agent",1,"wsls_agent",1,61,1,4
